url,label
https://www.google.com/,0
http://paypal.verify-login.secure-update.com/login,1
url,label
https://www.google.com/,0
http://paypal.verify-login.secure-update.com/login,1
"url","label"
"http://paypal.verify-login.secure-update.com/login",1
"http://update-account-amazon.com/secure/?id=12345",1
"http://apple-id.support-verify.com/login.php",1
"http://bankofamerica.com.secure-update.tk/verify",1
"http://192.168.1.10/confirm/credential.php",1
"http://secure-login-paypaI.com/",1
"http://google.com-support-login.top/verify",1
"http://microsoft-support-security.xyz/update",1
"http://secure.account-confirm.cf/login",1
"http://winner-free-gift.ga/claim?id=999",1
"http://verify-update-login.link/?a=1&b=2&c=3&d=4&e=5",1
"http://support-amaz0n.work/login",1
"http://limited-offer-prize.gq/free",1
"http://secure-update-bank.ml/auth",1
"http://confirm-appleid.click/",1
"http://support.apple.com.example.com.verify.ru/login",1
"https://docs.google.com/presentation/d/e/2PACX-1vTVj7OXwAUKJDv57jBmVg8eWFIUvTQ3c0-F1gPD_G5CwsQzOf3aelTqo4q42FIlqbHODnIlx2-Lx3Cf/pub?start=false&loop=false&delayms=3000&slide=id.p",1
"http://electrocoolhvacr.com/control/163/163xffrxxzzz.htm",1
"https://ersfilter-my.sharepoint.com/personal/nradonich_ersfilter_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=6yWMLBQi9%2bSJfgzhADHvte2gYoWjf83IQBjRjehiK4s%3d&docid=1_135f7008dfbfa44e6b09dab0eb165b997&wdFormId=%7BE037F2D9%2D5DAA%2D4916%2DBA03%2DEB11D0AA6DEA%7D&action=formsubmit",1
"https://btttelecommunniccatiion.weeblysite.com/",1
"https://kq0hgp.webwave.dev/",1
"https://brittishtele1bt-69836.getresponsesite.com/",1
"https://bt-internet-105056.weeblysite.com/",1
"https://teleej.weebly.com/",1
"https://maryleyshon.wixsite.com/my-site-1",1
"https://chamakhman.wixsite.com/my-site-4",1
"https://posts-ch.buzz/ch/",1
"https://tinyurl.com/bdfpfyur",1
"https://www.msaaezusshubsnsk.top",1
"https://www.msaaezusshubsnk.top",1
"https://www.msaaezuhubsnk.top",1
"https://docs.google.com/presentation/d/e/2PACX-1vSQhRfmHabALkn-AOLiTaZqD56SkYdFCKmKaqIrGG3EFFH6gZWKhJat2O1j5aFmxrSVAbYiXsWqB1_v/pub?start=false&loop=false&delayms=3000&slide=id.p",1
"https://docs.google.com/presentation/d/e/2PACX-1vSG51ZslCaXw4PrBW46kFU0Tlq4lYzrRyN40Lh_pEQ0ASpzDWxYjihI6-rcgu9U29weJY-0s_79Bk4T/pub?start=false&loop=false&delayms=3000&slide=id.p",1
"https://docs.google.com/presentation/d/e/2PACX-1vQdsu4PGmnYNi1qRHMH7GdUapyKZdxRSBr3lYwoHRGHj2wiu1nSWS5eGxC2N6jYJyQZpTrI1palx_2O/pub?start=false&loop=false&delayms=3000&slide=id.p",1
"https://us10.list-manage.com/survey?u=f5e2489ff9b1eb9c05b8e12b3&id=8b1b0686bc&e=",1
"https://loginaccountverifice392.square.site/",1
"https://tqwip3lbk5.onrocket.site/ch/index2.php",1
"https://pub-19aa984b0fb848bea6ffcc9634982332.r2.dev/email.upgrade.html#test@example.com",1
"https://10olixo.weeblysite.com/",1
"https://d-106596.weeblysite.com/",1
"https://managing55.wixsite.com/my-site",1
"https://www.aeombamk.co.nlgvsfig.com/",1
"https://postms.top/kUquEi/",1
"https://uteta.org/wp-includes/js/",1
"https://mysunrise-app-mip-appsuite.codeanyapp.com/wp-content/sunrise/index.html",1
"https://7q-4xu.cfd/ai/?oferta/zegarek-firmy-alkor-adriatica?navCategoryId=&amp;t=1711954905542",1
"https://ormpu.cn",1
"https://tinyurl.com/y6ed8sx8",1
"https://www.zrkhopdi.com",1
"https://docs.google.com/presentation/d/e/2PACX-1vRq9XcQhWixRbox-KPUbFd28GDEy9_VdF1xCZZIKJFoK2aRwtt9UneD690Ls0toNNYVF3YvIymt3YXW/pub?start=false&loop=false&delayms=3000",1
"https://docs.google.com/presentation/d/e/2PACX-1vR5JcFRJpccReGWw4DkwCuEhlEiPjChb3e9fp6MrccPIYNngjn1-NbPpKhrFKb6i_swBKlt3ZyF6Wt9/pub?start=false&loop=false&delayms=3000&slide=id.p",1
"https://us9.list-manage.com/survey?u=39b1647b88ecd5419f2f74923&id=3dabfe7ee8&e",1
"https://safeloggingin.com/voicemail.btlandline.com/?email=",1
"https://www.ligolesht-othole.youdontcare.com/",1
"https://www.duryorice-rime.acmetoy.com/",1
"https://www.quidjusck-just.serveuser.com/",1
"https://www.soturiund-ming.otzo.com/",1
"https://www.traompvel-book.ygto.com/",1
"https://www.haveable-busin.gettrials.com/",1
"https://www.kepolyeps-packin.ocry.com/",1
"https://www.inarcalud-dry.misecure.com/",1
"https://www.alsanshye-and.dsmtp.com/",1
"https://www.shioverp-youre.myddns.com/",1
"https://www.arerolght-wallet.ourhobby.com/",1
"https://www.mulastsic-your.americanunfinished.com/",1
"https://www.shapanye-discon.freeddns.com/",1
"https://www.google.com/",0
"https://www.microsoft.com/en-us/",0
"https://www.apple.com/",0
"https://www.amazon.com/",0
"https://www.paypal.com/signin",0
"https://accounts.google.com/ServiceLogin",0
"https://www.wikipedia.org/",0
"https://developer.mozilla.org/en-US/",0
"https://www.npmjs.com/package/react",0
"https://github.com/",0
"https://docs.python.org/3/",0
"https://www.bankofamerica.com/",0
"https://www.hsbc.com/",0
"https://www.tesla.com/",0
"https://www.intuit.com/",0
"https://www.netflix.com/",0
